@RELATION ALGORITHM_RUNS_SAT12-ALL

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok , timeout , memout , not_applicable , crash , other}

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,picosat,1.77,ok
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,mphaseSAT,0.6,ok
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,sapperlot,7.17,ok
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,sol,253.04,ok
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,ebglucose,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,ebminisat,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,glucose2,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,glueminisat,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,lingeling,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,lrglshr,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,minisatpsm,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,mphaseSAT64,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,precosat,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,qutersat,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,rcl,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,restartsat,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,spear-sw,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,spear-hw,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,eagleup,979.4,ok
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,sparrow,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,marchrw,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,mphaseSATm,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,satime11,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,tnm,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,mxc09,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,gnoveltyp2,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,sattime,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,sattimep,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,clasp2,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,clasp1,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,picosat,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,mphaseSAT,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,sapperlot,1200,timeout
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,sol,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,ebglucose,164.71,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,ebminisat,170.8,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,glucose2,185.74,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,glueminisat,95.56,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,lingeling,54.06,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,lrglshr,296.38,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,minisatpsm,163.52,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,mphaseSAT64,152.44,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,precosat,99.39,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,qutersat,83.44,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,rcl,348.64,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,restartsat,121.81,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,cryptominisat2011,78.41,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,spear-sw,613.95,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,spear-hw,1201.0,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,eagleup,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,sparrow,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,marchrw,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,mphaseSATm,166.52,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,satime11,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,tnm,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,mxc09,177.85,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,gnoveltyp2,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,sattime,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,sattimep,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,clasp2,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,clasp1,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,picosat,1200,timeout
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,mphaseSAT,141.45,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,sapperlot,252.23,ok
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,sol,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,ebglucose,13.82,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,ebminisat,12.19,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,glucose2,20.12,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,glueminisat,1.82,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,lingeling,233.52,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,lrglshr,6.47,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,minisatpsm,12.77,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,mphaseSAT64,192.11,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,precosat,5.4,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,qutersat,5.65,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,rcl,66.37,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,restartsat,13.61,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,cryptominisat2011,24.44,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,spear-sw,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,spear-hw,663.98,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,eagleup,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,sparrow,0.45,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,marchrw,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,mphaseSATm,118.66,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,satime11,0.22,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,tnm,0.18,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,mxc09,69.05,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,gnoveltyp2,0.28,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,sattime,0.15,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,sattimep,0.19,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,clasp2,5.67,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,clasp1,6.44,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,picosat,12.14,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,mphaseSAT,124.8,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,sapperlot,4.03,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,sol,0.34,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,ebglucose,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,ebminisat,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,glucose2,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,glueminisat,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,lingeling,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,lrglshr,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,minisatpsm,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,mphaseSAT64,0.0,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,precosat,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,qutersat,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,rcl,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,restartsat,462.57,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,spear-sw,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,spear-hw,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,eagleup,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,sparrow,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,marchrw,0.01,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,mphaseSATm,0.0,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,satime11,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,tnm,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,mxc09,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,gnoveltyp2,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,sattime,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,sattimep,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,clasp2,913.78,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,clasp1,882.25,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,picosat,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,mphaseSAT,0.0,ok
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,sapperlot,1200,timeout
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,sol,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,ebglucose,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,ebminisat,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,glucose2,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,glueminisat,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,lingeling,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,lrglshr,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,minisatpsm,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,mphaseSAT64,0.92,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,precosat,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,qutersat,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,rcl,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,restartsat,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,spear-sw,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,spear-hw,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,eagleup,0.16,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,sparrow,0.01,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,marchrw,16.53,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,mphaseSATm,1.1,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,satime11,0.23,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,tnm,0.02,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,mxc09,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,gnoveltyp2,0.28,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,sattime,0.07,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,sattimep,2.01,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,clasp2,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,clasp1,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,picosat,293.1,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,mphaseSAT,1.02,ok
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,sapperlot,1200,timeout
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,sol,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,ebglucose,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,ebminisat,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,glucose2,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,glueminisat,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,lingeling,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,lrglshr,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,minisatpsm,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,mphaseSAT64,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,precosat,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,qutersat,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,rcl,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,restartsat,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,spear-sw,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,spear-hw,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,eagleup,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,sparrow,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,marchrw,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,mphaseSATm,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,satime11,417.61,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,tnm,191.99,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,mxc09,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,gnoveltyp2,406.72,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,sattime,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,sattimep,368.59,ok
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,clasp2,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,clasp1,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,picosat,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,mphaseSAT,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,sapperlot,1200,timeout
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,sol,1.83,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,ebglucose,332.73,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,ebminisat,116.59,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,glucose2,84.65,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,glueminisat,153.08,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,lingeling,141.1,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,lrglshr,1200,timeout
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,minisatpsm,124.95,ok
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,mphaseSAT64,261.47,ok
